"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"584",100,304.904362416107,"bistable",698.48,55.81,0,0.54,0.21,0.15,6.81,0.93,0,6846.71,1052.03,133.52,0.02,0.94,1.15
"585",500,304.904362416107,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,133.52,NA,NA,1.15
"586",1000,304.904362416107,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,133.52,NA,NA,1.15
"587",6000,304.904362416107,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,133.52,NA,NA,1.15
"588",10000,304.904362416107,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,133.52,NA,NA,1.15
"589",22.7,304.96677852349,"bistable",1022.04,13.9,0,0.77,0.22,0.15,8.42,0.23,0,8547.28,408.13,132.7,0.01,1.16,1.15
"590",100,304.96677852349,"bistable",697.89,62.18,0,0.54,0.22,0.15,6.81,1.02,0,6809.15,1132.77,132.7,0.02,0.93,1.15
"591",500,304.96677852349,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,132.7,NA,NA,1.15
"592",1000,304.96677852349,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,132.7,NA,NA,1.15
"593",6000,304.96677852349,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,132.7,NA,NA,1.15
"594",10000,304.96677852349,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,132.7,NA,NA,1.15
"595",22.7,305.029194630872,"bistable",1021.7,15.47,0,0.77,0.22,0.15,8.42,0.25,0,8503.48,431.48,131.89,0.01,1.16,1.15
"596",100,305.029194630872,"bistable",697.22,69.21,0,0.54,0.23,0.15,6.8,1.11,0,6771.21,1218.95,131.89,0.02,0.91,1.15
"597",500,305.029194630872,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.89,NA,NA,1.15
"598",1000,305.029194630872,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.89,NA,NA,1.15
"599",6000,305.029194630872,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.89,NA,NA,1.15
"600",10000,305.029194630872,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.89,NA,NA,1.15
"601",22.7,305.091610738255,"bistable",1021.31,17.2,0,0.77,0.23,0.15,8.42,0.27,0,8459.63,456.56,131.08,0.01,1.17,1.15
"602",100,305.091610738255,"bistable",696.46,77.03,0,0.54,0.23,0.15,6.8,1.21,0,6732.78,1311.37,131.08,0.02,0.9,1.15
"603",500,305.091610738255,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.08,NA,NA,1.15
"604",1000,305.091610738255,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.08,NA,NA,1.15
"605",6000,305.091610738255,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.08,NA,NA,1.15
"606",10000,305.091610738255,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,131.08,NA,NA,1.15
"607",22.7,305.154026845638,"bistable",1020.88,19.13,0,0.77,0.24,0.14,8.41,0.3,0,8415.68,483.62,130.28,0.01,1.17,1.15
"608",100,305.154026845638,"bistable",695.59,85.77,0,0.54,0.24,0.14,6.79,1.32,0,6693.71,1411.03,130.28,0.02,0.88,1.15
"609",500,305.154026845638,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,130.28,NA,NA,1.15
"610",1000,305.154026845638,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,130.28,NA,NA,1.15
"611",6000,305.154026845638,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,130.28,NA,NA,1.15
"612",10000,305.154026845638,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,130.28,NA,NA,1.15
"613",22.7,305.21644295302,"bistable",1020.4,21.3,0,0.77,0.25,0.14,8.41,0.32,0,8371.57,512.98,129.48,0.02,1.17,1.15
"614",100,305.21644295302,"bistable",694.59,95.59,0,0.54,0.25,0.14,6.78,1.44,0,6653.83,1519.16,129.48,0.02,0.86,1.15
"615",500,305.21644295302,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,129.48,NA,NA,1.15
"616",1000,305.21644295302,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,129.48,NA,NA,1.15
"617",6000,305.21644295302,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,129.48,NA,NA,1.15
"618",10000,305.21644295302,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,129.48,NA,NA,1.15
"619",22.7,305.278859060403,"bistable",1019.85,23.75,0,0.77,0.26,0.14,8.4,0.35,0,8327.24,545.02,128.68,0.02,1.18,1.15
"620",100,305.278859060403,"bistable",693.41,106.71,0,0.54,0.26,0.14,6.77,1.57,0,6612.87,1637.3,128.68,0.03,0.84,1.15
"621",500,305.278859060403,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,128.68,NA,NA,1.15
"622",1000,305.278859060403,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,128.68,NA,NA,1.15
"623",6000,305.278859060403,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,128.68,NA,NA,1.15
"624",10000,305.278859060403,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,128.68,NA,NA,1.15
"625",22.7,305.341275167785,"bistable",1019.22,26.54,0,0.77,0.27,0.14,8.4,0.38,0,8282.58,580.22,127.89,0.02,1.18,1.15
"626",100,305.341275167785,"bistable",692.02,119.4,0,0.54,0.27,0.14,6.76,1.71,0,6570.51,1767.44,127.89,0.03,0.82,1.15
"627",500,305.341275167785,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.89,NA,NA,1.15
"628",1000,305.341275167785,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.89,NA,NA,1.15
"629",6000,305.341275167785,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.89,NA,NA,1.15
"630",10000,305.341275167785,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.89,NA,NA,1.15
"631",22.7,305.403691275168,"bistable",1018.49,29.74,0,0.76,0.28,0.14,8.39,0.42,0,8237.48,619.2,127.11,0.02,1.19,1.15
"632",100,305.403691275168,"bistable",690.34,134.04,0,0.54,0.28,0.14,6.75,1.87,0,6526.24,1912.17,127.11,0.03,0.8,1.15
"633",500,305.403691275168,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.11,NA,NA,1.15
"634",1000,305.403691275168,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.11,NA,NA,1.15
"635",6000,305.403691275168,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.11,NA,NA,1.15
"636",10000,305.403691275168,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,127.11,NA,NA,1.15
"637",22.7,305.46610738255,"bistable",1017.65,33.45,0,0.76,0.29,0.14,8.39,0.46,0,8191.76,662.78,126.33,0.02,1.19,1.15
"638",100,305.46610738255,"bistable",688.28,151.1,0,0.53,0.3,0.14,6.73,2.05,0,6479.38,2074.95,126.33,0.03,0.77,1.15
"639",500,305.46610738255,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,126.33,NA,NA,1.15
"640",1000,305.46610738255,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,126.33,NA,NA,1.15
"641",6000,305.46610738255,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,126.33,NA,NA,1.15
"642",10000,305.46610738255,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,126.33,NA,NA,1.15
"643",22.7,305.528523489933,"bistable",1016.65,37.8,0,0.76,0.31,0.14,8.38,0.5,0,8145.22,711.99,125.55,0.02,1.2,1.15
"644",100,305.528523489933,"bistable",685.69,171.25,0,0.53,0.31,0.14,6.71,2.26,0,6428.85,2260.51,125.55,0.04,0.74,1.15
"645",500,305.528523489933,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,125.55,NA,NA,1.15
"646",1000,305.528523489933,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,125.55,NA,NA,1.15
"647",6000,305.528523489933,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,125.55,NA,NA,1.15
"648",10000,305.528523489933,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,125.55,NA,NA,1.15
"649",22.7,305.590939597315,"bistable",1015.45,42.97,0,0.76,0.33,0.14,8.37,0.56,0,8097.54,768.29,124.78,0.02,1.21,1.15
"650",100,305.590939597315,"bistable",682.34,195.45,0,0.53,0.33,0.14,6.68,2.5,0,6372.94,2475.56,124.78,0.04,0.71,1.15
"651",500,305.590939597315,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.78,NA,NA,1.15
"652",1000,305.590939597315,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.78,NA,NA,1.15
"653",6000,305.590939597315,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.78,NA,NA,1.15
"654",10000,305.590939597315,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.78,NA,NA,1.15
"655",22.7,305.653355704698,"bistable",1013.99,49.23,0,0.76,0.34,0.14,8.36,0.62,0,8048.27,833.66,124.01,0.03,1.21,1.15
"656",100,305.653355704698,"bistable",677.82,225.09,0,0.53,0.35,0.14,6.65,2.78,0,6308.71,2730.05,124.01,0.05,0.67,1.15
"657",500,305.653355704698,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.01,NA,NA,1.15
"658",1000,305.653355704698,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.01,NA,NA,1.15
"659",6000,305.653355704698,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.01,NA,NA,1.15
"660",10000,305.653355704698,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,124.01,NA,NA,1.15
"661",22.7,305.715771812081,"bistable",1012.17,56.95,0,0.76,0.36,0.14,8.34,0.69,0,7996.77,910.97,123.25,0.03,1.22,1.15
"662",100,305.715771812081,"bistable",671.37,262.41,0,0.53,0.37,0.14,6.59,3.13,0,6230.57,3039.7,123.25,0.06,0.62,1.15
"663",500,305.715771812081,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,123.25,NA,NA,1.15
"664",1000,305.715771812081,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,123.25,NA,NA,1.15
"665",6000,305.715771812081,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,123.25,NA,NA,1.15
"666",10000,305.715771812081,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,123.25,NA,NA,1.15
"667",22.7,305.778187919463,"bistable",1009.83,66.69,0,0.76,0.39,0.14,8.32,0.78,0,7941.99,1004.52,122.49,0.03,1.23,1.15
"668",100,305.778187919463,"bistable",661.31,311.31,0,0.52,0.4,0.14,6.51,3.57,0,6126.26,3432.08,122.49,0.07,0.56,1.15
"669",500,305.778187919463,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,122.49,NA,NA,1.15
"670",1000,305.778187919463,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,122.49,NA,NA,1.15
"671",6000,305.778187919463,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,122.49,NA,NA,1.15
"672",10000,305.778187919463,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,122.49,NA,NA,1.15
"673",22.7,305.840604026846,"bistable",1006.73,79.4,0,0.75,0.42,0.14,8.3,0.89,0,7882.24,1121.09,121.74,0.04,1.24,1.15
"674",100,305.840604026846,"bistable",642.8,380.14,0,0.52,0.43,0.14,6.36,4.17,0,5960.34,3966.77,121.74,0.1,0.47,1.15
"675",500,305.840604026846,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,121.74,NA,NA,1.15
"676",1000,305.840604026846,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,121.74,NA,NA,1.15
"677",6000,305.840604026846,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,121.74,NA,NA,1.15
"678",10000,305.840604026846,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,121.74,NA,NA,1.15
"679",22.7,305.903020134228,"bistable",1002.42,96.65,0,0.75,0.45,0.14,8.27,1.04,0,7814.47,1272.1,120.99,0.04,1.24,1.15
"680",100,305.903020134228,"bistable",580.41,510.32,0,0.5,0.48,0.14,5.85,5.27,0,5470.73,4946.56,120.99,0.19,0.29,1.15
"681",500,305.903020134228,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.99,NA,NA,1.15
"682",1000,305.903020134228,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.99,NA,NA,1.15
"683",6000,305.903020134228,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.99,NA,NA,1.15
"684",10000,305.903020134228,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.99,NA,NA,1.15
"685",22.7,305.965436241611,"bistable",996,121.43,0,0.75,0.49,0.14,8.22,1.25,0,7732.66,1478.6,120.24,0.05,1.24,1.15
"686",100,305.965436241611,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.24,NA,NA,1.15
"687",500,305.965436241611,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.24,NA,NA,1.15
"688",1000,305.965436241611,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.24,NA,NA,1.15
"689",6000,305.965436241611,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.24,NA,NA,1.15
"690",10000,305.965436241611,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,120.24,NA,NA,1.15
"691",22.7,306.027852348993,"bistable",985.44,160.09,0,0.75,0.53,0.14,8.13,1.58,0,7622.96,1784.76,119.5,0.07,1.22,1.15
"692",100,306.027852348993,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,119.5,NA,NA,1.15
"693",500,306.027852348993,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,119.5,NA,NA,1.15
"694",1000,306.027852348993,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,119.5,NA,NA,1.15
"695",6000,306.027852348993,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,119.5,NA,NA,1.15
"696",10000,306.027852348993,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,119.5,NA,NA,1.15
"697",22.7,306.090268456376,"bistable",964.67,229.21,0,0.75,0.59,0.14,7.97,2.14,0,7444.28,2304.13,118.76,0.11,1.17,1.15
"698",100,306.090268456376,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.76,NA,NA,1.15
"699",500,306.090268456376,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.76,NA,NA,1.15
"700",1000,306.090268456376,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.76,NA,NA,1.15
"701",6000,306.090268456376,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.76,NA,NA,1.15
"702",10000,306.090268456376,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.76,NA,NA,1.15
"703",22.7,306.152684563758,"bistable",902.36,394.36,0,0.74,0.67,0.14,7.48,3.47,0,6983.89,3481.49,118.03,0.2,0.97,1.15
"704",100,306.152684563758,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.03,NA,NA,1.15
"705",500,306.152684563758,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.03,NA,NA,1.15
"706",1000,306.152684563758,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.03,NA,NA,1.15
"707",6000,306.152684563758,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.03,NA,NA,1.15
"708",10000,306.152684563758,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,118.03,NA,NA,1.15
"709",22.7,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"710",100,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"711",500,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"712",1000,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"713",6000,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"714",10000,306.215100671141,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,117.3,NA,NA,1.15
"715",22.7,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"716",100,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"717",500,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"718",1000,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"719",6000,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"720",10000,306.277516778523,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,116.58,NA,NA,1.15
"721",22.7,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"722",100,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"723",500,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"724",1000,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"725",6000,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"726",10000,306.339932885906,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.86,NA,NA,1.15
"727",22.7,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"728",100,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"729",500,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"730",1000,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"731",6000,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"732",10000,306.402348993289,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,115.14,NA,NA,1.15
"733",22.7,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"734",100,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"735",500,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"736",1000,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"737",6000,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"738",10000,306.464765100671,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,114.43,NA,NA,1.15
"739",22.7,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"740",100,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"741",500,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"742",1000,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"743",6000,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"744",10000,306.527181208054,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.72,NA,NA,1.15
"745",22.7,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"746",100,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"747",500,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"748",1000,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"749",6000,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"750",10000,306.589597315436,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,113.02,NA,NA,1.15
"751",22.7,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"752",100,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"753",500,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"754",1000,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"755",6000,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"756",10000,306.652013422819,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,112.32,NA,NA,1.15
"757",22.7,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"758",100,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"759",500,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"760",1000,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"761",6000,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"762",10000,306.714429530201,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,111.63,NA,NA,1.15
"763",22.7,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"764",100,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"765",500,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"766",1000,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"767",6000,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"768",10000,306.776845637584,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.94,NA,NA,1.15
"769",22.7,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"770",100,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"771",500,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"772",1000,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"773",6000,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"774",10000,306.839261744966,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,110.25,NA,NA,1.15
"775",22.7,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"776",100,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"777",500,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"778",1000,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"779",6000,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"780",10000,306.901677852349,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,109.57,NA,NA,1.15
"781",22.7,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"782",100,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"783",500,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"784",1000,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"785",6000,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"786",10000,306.964093959732,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.89,NA,NA,1.15
"787",22.7,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"788",100,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"789",500,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"790",1000,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"791",6000,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"792",10000,307.026510067114,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,108.21,NA,NA,1.15
"793",22.7,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
"794",100,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
"795",500,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
"796",1000,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
